"id","status","type","severity","area","files","linux_evidence","windows_abdul_status","fix_or_plan","validation","next_action"
"BUG-223","open","correctness/camera-mode","high","Visible Zoom always selects Boyan center mode and ignores interval maxima","src/java/billiards/viewer/Viewer.java; src/java/billiards/viewer/PixelRadianMap.java; docs/CODEBASE-HANDBOOK.md","Found by composing the Zoom button handler with positionZoom's boyanRdoBtn branch","The button selects hidden boyanRdoBtn immediately before parsing. positionZoom then takes its center-only branch even for nondegenerate bounds, preserves the old scale, and uses only xMin/yMin although the tooltip promises best-fitting interval zoom.","Documented source behavior without changing production code","Affine fit derivation and visible-button trace in handbook Section 14.130.1","Pass an explicit Center or Fit camera command instead of hidden radio state; test wide/tall/square bounds through the actual button and Zoom To."
"BUG-224","open","correctness/collection-mutation","high","Viewer removes transparent on-screen Storages during keySet iteration","src/java/billiards/viewer/Viewer.java; docs/CODEBASE-HANDBOOK.md","Found by tracing click selection's enhanced loop over LinkedHashMap.keySet","When a transparent entry is encountered, click calls onScreenSequences.remove inside the fail-fast enhanced iteration. A later iterator advance can throw ConcurrentModificationException and abort selection/rendering.","Documented source behavior without changing production code","Selection-loop mutation analysis in handbook Section 14.132.3","Use Iterator.remove or a separate cleanup snapshot and test transparent entries at first/middle/last positions with mixed stable/unstable contents."
"BUG-225","open","correctness/overlap-selection-order","high","Overlapping Cover rectangles select an unspecified first HashTriple entry","src/java/billiards/viewer/Viewer.java; src/java/billiards/viewer/HashTriple.java; docs/CODEBASE-HANDBOOK.md","Found by tracing stable/triple/half-triple click loops through UnifiedMap-derived entry lists and unconditional break","Each category stops after the first containing rectangle, but UnifiedMap encounter order is unspecified. A missing first Storage can also block a later valid overlap. Selection, recoloring, and shown MRR can change with hash/layout history rather than explicit z-order.","Documented source behavior without changing production code","Overlap schedules in handbook Section 14.132.4","Define deterministic z-order/best-hit or return all hits with a stable comparator; test overlapping equal/different types, missing storage, insertion permutations, and reloads."
"BUG-226","open","correctness/cover-trim-policy","high","Nontrimable stable and real half-triple Cover rectangles cannot be selected","src/java/billiards/viewer/Viewer.java; src/java/billiards/geometry/Rectangle.java; docs/CODEBASE-HANDBOOK.md","Found by comparing render trimming semantics with click's explicit !rect.trimable continue","A false trimable flag means use the whole rectangle rather than clip to a stable polygon during rendering, but selection rejects it unconditionally. Rectangle-visible cover entries therefore have no click result; real half triples repeat the rejection.","Documented source behavior without changing production code","Trim-policy branch table in handbook Section 14.132.4","If trimable require polygon membership; otherwise accept rectangle containment. Test stable/half-triple true/false, inside/outside polygon, and synthetic half triples."
"BUG-227","open","correctness/camera-numeric-domain","high","Click zoom accepts zero, negative, NaN, and infinite scale factors","src/java/billiards/viewer/Viewer.java; src/java/billiards/viewer/PixelRadianMap.java; docs/CODEBASE-HANDBOOK.md","Found by following raw zoomScaleText parsing into scaleBy(z) and scaleBy(1/z)","Zero yields scale zero or reciprocal infinity, negative factors reverse the affine map, and NaN/infinity contaminate pixel/radian coordinates and later geometry/rendering; no validation alert precedes mutation.","Documented source behavior without changing production code","Camera-mode equations in handbook Section 14.132.5","Require a finite positive factor within practical bounds before mutation, preserve the old camera on failure, and test all special doubles plus repeated extreme zoom."
"BUG-228","open","concurrency/javafx-responsiveness","high","Main Calculate performs native/database Storage work synchronously and reloads for Cover","src/java/billiards/viewer/Viewer.java; src/java/billiards/database/Database.java; docs/CODEBASE-HANDBOOK.md","Found by tracing btnCalculateAction/buttonCalulator/calculateCurrentCodeNumbers and optional Cover publication on JavaFX","Single/triple calculation loads or computes each Storage inline, blocking input/repaint/close. Add to Cover then reclassifies and reloads the same successful Storages instead of reusing results, increasing latency and permitting a second load outcome.","Documented source behavior without changing production code","Direct Calculate pipeline in handbook Section 14.131","Parse atomically, calculate once in a cancellable background request, and publish/print/admit Cover from one immutable Storage result; test delayed native work, cancellation, partial triples, and load-call counts."
"BUG-229","open","concurrency/raster-generation","critical","Viewer hole scans can pair an old image with a new camera map","src/java/billiards/viewer/Viewer.java; src/java/billiards/viewer/PixelRadianMap.java; docs/CODEBASE-HANDBOOK.md","Found by composing pan/zoom asynchronous render submission with immediate findHole/findHoles reads","Hole methods fetch the currently committed regions image but convert pixels through the live map. After a camera mutation and before its render commits, pixels describe the previous view while returned/tested coordinates describe the new view, producing false holes, fills, or AutoVary decisions.","Documented source behavior without changing production code","Generation mismatch schedule in handbook Section 14.133.1","Bundle immutable map/generation with each rendered image and scan only a matching committed pair or an afterCommit snapshot; test delayed old/new camera renders and cancellation."
"BUG-230","open","correctness/coordinate-units","low","Viewer hole helpers return the same Vector2 type in different units","src/java/billiards/viewer/Viewer.java; docs/CODEBASE-HANDBOOK.md","Found by comparing findHole and findHoles return construction","findHole returns radians while findHoles converts to degrees; names and generic Vector2 types do not expose the difference. Current single-hole caller uses presence only, but a value-consuming caller can double-convert or launch Vary at the wrong coordinate.","Documented source behavior without changing production code","Unit table in handbook Section 14.133.1","Use RadianPoint/DegreePoint types or one canonical unit with explicit boundary conversion; add compile-time/API and numeric conversion tests."
"BUG-231","open","concurrency/render-snapshot","critical","Coalesced Viewer rendering snapshots only regions and four toggles","src/java/billiards/viewer/Viewer.java; docs/CODEBASE-HANDBOOK.md","Found by enumerating every field read by redoFromScratch/buildRenderedImages after background submission","Workers still read live PixelRadianMap, offset JavaFX TextField, fills, Cover maps/colors, bound collections/Optionals, Small Cover areas, MRR map, and OBO state. FX mutation can cause off-thread control access, ConcurrentModificationException, or one image mixing camera/data generations despite the final generation check.","Documented source behavior without changing production code","Complete render-state inventory in handbook Section 14.134.4","Build one immutable RenderSnapshot on JavaFX containing all camera/options/numeric/ordered geometry/color/OBO state; worker code receives no Viewer/control references. Test mutation of every component during delayed builds."
"BUG-232","open","correctness/render-bounds","high","Viewer Bounds coloring is immediately overwritten for every pixel","src/java/billiards/viewer/Viewer.java; docs/CODEBASE-HANDBOOK.md","Found by tracing consecutive PixelWriter writes in redoFromScratch","When Bounds is selected, containing stable polygons write fillBoundColor, but the next unconditional statement writes the normal computed stable/transparent color to the identical pixel. The option adds O(SIDE^2*stable-count) work with no region-image effect.","Documented source behavior without changing production code","Pixel write order in handbook Section 14.134.3","Define bounds as a separate overlay or compose color once with explicit priority; add pixel-hash fixtures proving selected versus unselected output differs as intended."
"BUG-233","open","concurrency/render-row-cleanup","high","Viewer leaves render row Futures running after one row fails or submission aborts","src/java/billiards/viewer/Viewer.java; docs/CODEBASE-HANDBOOK.md","Found by comparing redoFromScratch Interrupted/Cancellation catches with ExecutionException and submit failure","Interruption and cancellation cancel all rows, but ExecutionException immediately throws and a partial RejectedExecution path has no cleanup. Remaining expensive row jobs continue consuming the shared executor after their image can no longer commit.","Documented source behavior without changing production code","Row-future terminal-state table in handbook Section 14.134.2","Own submitted rows in try/finally and cancel every unfinished Future on all non-success exits while preserving interrupt/root failure; inject early/middle/late row and submit failures."
"BUG-234","open","concurrency/render-failure-observation","high","Background Viewer render failures disappear when no callback is supplied","src/java/billiards/viewer/Viewer.java; docs/CODEBASE-HANDBOOK.md","Found by following a current-generation build RuntimeException through executor.submit and unobserved renderFuture","With onFailure null the render Runnable rethrows, FutureTask captures the exception, and no caller gets/logs the Future. The old image remains with no UI or terminal evidence; rejection is likewise ignored without a callback.","Documented source behavior without changing production code","Failure propagation analysis in handbook Section 14.134.5","Observe every render generation terminal state through a central logger/UI result, distinguish stale/cancel from failure, and test build/commit/callback/rejection errors."
"BUG-235","open","correctness/overlay-cleanup","medium","Removing an unstable selected code leaves its MRR line overlay behind","src/java/billiards/viewer/Viewer.java; docs/CODEBASE-HANDBOOK.md","Found by comparing click-created stable/unstable mrrBounds with makeRightScrollPane X removal","The X handler searches/removes an MRR polygon only for stable Storage. Triple and half-triple selection adds a degenerate unstable line polygon, but removing that row/Storage does not remove the bound, leaving stale visual state.","Documented source behavior without changing production code","Selection-row ownership trace in handbook Section 14.133","Associate every row/selection with explicit overlay IDs and remove all owned overlays transactionally; test stable, triple, half-triple, duplicate geometry, and repeated select/remove."
"OPT-020","open","performance/memory","medium","Viewer render allocates and then replaces every inner color row array","src/java/billiards/viewer/Viewer.java; docs/CODEBASE-HANDBOOK.md","Found by comparing new Color[SIDE][SIDE] allocation with assignment of each Future-returned Color[]","The two-dimensional allocation eagerly creates 600 row arrays, then colors[x] is replaced with another 600-element array from each task. A normal render transiently allocates two complete reference-row sets and discards the first.","Documented source behavior without changing production code","Allocation analysis in handbook Section 14.134.2","Allocate Color[SIDE][] or one safely partitioned flat buffer; benchmark allocation rate, GC pauses, and pixel parity at 1/2/4 workers."
"BUG-236","open","correctness/input-parsing","high","Viewer parseFile false-flag overload crashes on every triple","src/java/billiards/viewer/Viewer.java; docs/CODEBASE-HANDBOOK.md","Found by tracing tripleString construction under addToGarbage=false through unconditional deleteCharAt","The builder is populated only when addToGarbage is true, but deleteCharAt(length-1) and triple persistence are unconditional. Classify and PolyTrimmer call parseFile(path,false), so the first triple attempts deleteCharAt(-1) and aborts the file.","Documented source behavior without changing production code","Flag/caller matrix and exact failing statement in handbook Section 14.140","Make parsing side-effect free and condition the later atomic persistence phase on the flag; test triple files through main Load, Classify, PolyTrimmer, and both parser flag values."
"BUG-237","open","correctness/render-priority","medium","Older overlapping unstable Viewer regions overwrite newer ones","src/java/billiards/viewer/Viewer.java; docs/CODEBASE-HANDBOOK.md","Found by composing redoFromScratch reverse insertion order with renderUnstable unconditional PixelWriter writes","Unstable Storages are reversed to newest-first, but each is then painted over the same image. At an overlap, an older line runs later and overwrites the newer color. Stable coloring stops at the first newest match, so the two Storage kinds implement opposite priority.","Documented source behavior without changing production code","Order/write trace in handbook Section 14.138","Define one newest-wins compositor for stable and unstable pixels, or draw unstable oldest-first; add two- and three-line overlap pixel tests with insertion updates."
"BUG-238","open","correctness/state-lifecycle","medium","Loading an empty OBO or hole selection leaves the previous OBO image and Storage visible","src/java/billiards/viewer/Viewer.java; docs/CODEBASE-HANDBOOK.md","Found by following empty parse results through both OBO load paths","Both paths replace fileCodeSequences and only update currentOBOStorage, image, and line text inside the nonempty branch. Empty input therefore leaves a visible old result that is not present in the newly loaded navigation list.","Documented source behavior without changing production code","OBO session state table in handbook Section 14.139","Publish entries/index/Storage/image as one session and explicitly clear on empty or failed replacement; test nonempty-to-empty, malformed, zero-count, and negative-count transitions."
"BUG-239","open","data-integrity/input-import","high","Viewer parseFile can partially commit a failed file to the garbage database","src/java/billiards/viewer/Viewer.java; src/java/billiards/database/Database.java; docs/CODEBASE-HANDBOOK.md","Found by comparing per-line triple writes with post-parse single writes and early error returns","With addToGarbage true, each triple is saved immediately while singles wait until parsing finishes. A later bad line or unchecked parse exception leaves a committed triple prefix, omits singles, and returns failure, so retrying is not an atomic or idempotent import.","Documented source behavior without changing production code","Failure schedule in handbook Section 14.140","Parse and validate all typed records first, then persist singles and triples in one database transaction with rollback; inject failure after each record and assert zero partial writes."
"BUG-240","open","correctness/input-validation","high","Viewer iteration-file records index parallel metadata without arity validation","src/java/billiards/viewer/Viewer.java; docs/CODEBASE-HANDBOOK.md","Found by deriving parseFile plus/hash indexing for multiple comma-separated codes","For each code index, every hash metadata section is split by comma and indexed at that code index. Any shorter section throws ArrayIndexOutOfBoundsException; malformed records produce no line-specific format result and may follow earlier garbage side effects.","Documented source behavior without changing production code","Parallel-section equation in handbook Section 14.140","Parse plus records into typed arrays, require every section cardinality to equal the code count, and return a line/column error before side effects; test empty, short, exact, and long sections."
"BUG-241","open","correctness/input-parsing","medium","Viewer silently discards comma fields when an ordinary line has more than three sections","src/java/billiards/viewer/Viewer.java; docs/CODEBASE-HANDBOOK.md","Found by enumerating parseFile comma-count branches","Exactly three sections means triple and exactly two means code plus color, but every other count takes only sections[0]. Four or more comma fields are accepted as one code while all trailing content is ignored, hiding malformed or unintended data.","Documented source behavior without changing production code","Actual grammar table in handbook Section 14.140","Use explicit record variants with exact arities and reject surplus fields with line/column diagnostics; add 0/1/2/3/4/5-section golden tests."
"BUG-242","open","correctness/legacy-varyl","medium","Dormant Viewer varyLFunction treats max zero as no results and returns before FX additions","src/java/billiards/viewer/Viewer.java; docs/CODEBASE-HANDBOOK.md","Found by tracing the unused legacy collector's empty localCodesFound size and Platform.runLater publication","When max is zero, the remaining counter is initialized from a newly empty set and the loop prints nothing. For positive max, accepted codes are queued onto JavaFX and the caller-supplied mutable set is returned before those additions execute, so the return is not a completed result.","Documented source behavior without changing production code","Count and temporal contracts in handbook Section 14.141","Remove the dead path or return one immutable Task result with an explicit zero/unlimited policy and separate candidate/accepted totals; test FX callback reordering before any revival."
"BUG-243","open","concurrency/executor-failure-lifecycle","critical","Failed direct PolyVary leaves its storage and shot executors running","src/java/billiards/viewer/Viewer.java; src/java/billiards/viewer/PolyVaryTask.java; docs/CODEBASE-HANDBOOK.md","Found by comparing drawPolyVary success/cancel cleanup with setOnFailed","Success and cancellation call shutdownExecutorAsync for both per-operation PriorityExecutors. Failure only closes progress, cancels Super, and throws from the FX handler, so queued/native/database work and pool threads can survive the failed operation and process lifetime.","Documented source behavior without changing production code","Terminal-state ownership table in handbook Section 14.143","Give direct PolyVary one exactly-once terminal owner with finally-equivalent cancel/shutdown/await on success, cancellation, failure, and rejected submission; inject each failure boundary and assert no live child threads."
"BUG-244","open","concurrency/render-generation","high","Direct PolyVary counts holes and advances Super before its full redraw commits","src/java/billiards/viewer/Viewer.java; docs/CODEBASE-HANDBOOK.md","Found by ordering drawPolyVary renderRegions submission, immediate findHoles, and step-property mutation","The terminal callback schedules a coalesced redraw, immediately samples the current image for ending holes, and then starts the next Super repetition. Late partial publication or catch-up-only Storage may be absent; optional scaling can pair the next camera map with the old image. The fixed Auto coordinate barrier does not cover this direct path.","Documented source behavior without changing production code","FX/render schedule in handbook Section 14.143","Make matching render commit a prerequisite for hole counting, completion reporting, and Super transition; test delayed render and delayed partial publication with camera scaling and stale-generation cancellation."
"BUG-245","open","correctness/cancellation-output","medium","Cancelled grouped AutoPolyVary results cannot be force-printed after partial publication","src/java/billiards/viewer/Viewer.java; docs/CODEBASE-HANDBOOK.md","Found by composing processAutoPolyVaryStorage's on-screen dedupe guard with cancellation forcePrint","Modes one/two suppress ordinary partial printing. Cancellation retries each partial with forcePrint=true, but every already displayed Storage returns at onScreenSequences.containsKey before the print branch, so completed grouped results can be drawn/saved without the promised terminal text.","Documented source behavior without changing production code","Publication receipt trace in handbook Section 14.144","Track add/draw, terminal print, Cover, Small Cover, and iteration publication independently and idempotently; test cancellation before/after partial listener delivery in all modes."
"BUG-246","open","correctness/super-vary-state","medium","Cancelling SuperPolyVary increments the subdivisions field once","src/java/billiards/viewer/Viewer.java; docs/CODEBASE-HANDBOOK.md","Found by tracing the step-property listener when a child changes its value from a repetition index to -1","The listener applies Cycle Step whenever oldVal is not -1 before checking whether newVal is the cancellation sentinel. A cancelled/failed sequence therefore mutates live subdivisions as if another repetition completed, affecting the next manual run.","Documented source behavior without changing production code","Listener transition order in handbook Section 14.142","Handle terminal sentinels before normal recurrence mutation and keep subdivisions in an immutable request rather than controls; test cancellation/failure from every repetition index."
"OPT-021","open","performance/sampling","medium","Viewer autoRecurse generates every quadtree level rather than the advertised 4^max locations","src/java/billiards/viewer/Viewer.java; docs/CODEBASE-HANDBOOK.md","Found by solving the depth recurrence and comparing it with the source comment","For an unpruned blank region, centers from depths zero through max produce (4^(max+1)-1)/3 pairs and twice that many boxed Double entries, followed by a second filtered list. At max 8 this is 87381 locations rather than 65536 leaves.","Documented source behavior without changing production code","Closed-form recurrence and examples in handbook Section 14.145","Define whether multilevel centers or leaves are intended, stream typed points, pre-size when materialization is required, and benchmark count/time/allocation across subdivision depths and fill densities."
"OPT-022","open","performance/hole-counting","medium","Direct PolyVary allocates every hole coordinate twice only to count them","src/java/billiards/viewer/Viewer.java; docs/CODEBASE-HANDBOOK.md","Found by tracing startHoles/endHoles findHoles(area).size calls","Both completion metrics construct a Vector2 and append it for every transparent pixel in the polygon although only the list size is consumed. A mostly blank 600-square view creates hundreds of thousands of temporary objects before and after each run.","Documented source behavior without changing production code","Allocation analysis in handbook Section 14.143","Add a count-only scan over a committed image/map generation or return aggregate raster statistics; benchmark allocation, GC, and count parity on empty/full/mixed images."
"BUG-247","open","correctness/iteration-transaction","high","Viewer iteration transforms can leave partially mutated codes and mismatched persistence/UI","src/java/billiards/viewer/Viewer.java; docs/CODEBASE-HANDBOOK.md","Found by ordering addSubtract/increase/decrease component mutation, checked vector arithmetic, garbage save, resultant classification, and synchronize","Patterns are parsed and applied in place one component/coordinate at a time before full validation. A later bad index, overflow, parse error, or database failure leaves earlier mutations; controls are synchronized only at the end. Invalid resultant codes can also be saved as pattern rows before classification returns.","Documented source behavior without changing production code","Exact direction equation and transaction schedule in handbook Sections 14.146 and 14.148","Compile and validate one immutable transform and complete result first, persist with explicit status/transaction policy, then publish model and controls atomically; inject failure at every coordinate/save/classify boundary."
"BUG-248","open","correctness/obo-state","medium","Navigating from an OBO code to a coordinate leaves the old code overlay active","src/java/billiards/viewer/Viewer.java; docs/CODEBASE-HANDBOOK.md","Found by comparing setOBO code and coordinate branches plus background OBO redraw","The code branch assigns currentOBOStorage/image, while the coordinate branch only recenters and redraws. currentOBOStorage remains the preceding code and buildRenderedImages keeps rendering it in the OBO layer even though the selected line now denotes only a point.","Documented source behavior without changing production code","OBO transition table in handbook Section 14.147","Parse typed OBO entries and atomically publish index/camera/Storage/image, explicitly clearing Storage/image for coordinates; test code-coordinate-empty-code transitions and delayed redraws."
"BUG-249","open","correctness/nonfinite-input","high","Nonfinite Viewer offset and move coordinates poison prover coloring and camera mapping","src/java/billiards/viewer/Viewer.java; src/java/billiards/codeseq/Storage.java; src/java/billiards/viewer/PixelRadianMap.java; docs/CODEBASE-HANDBOOK.md","Found by substituting NaN/infinities into getOffset, isPositiveProver, and point zoom","NaN or negative-infinite prover offset makes every equation's rejecting comparison false, visually admitting all polygon points; positive infinity rejects all. NaN/infinite move coordinates make camera translations and later pixel/radian conversions nonfinite.","Documented source behavior without changing production code","Numeric substitution in handbook Sections 14.148 and 14.152","Require finite parsed numbers at UI boundaries, preserve useful errors, and keep finite off-domain camera policy separate; test NaN, both infinities, threshold equality, and post-rejection map integrity."
"BUG-250","open","correctness/cover-state-replacement","high","Loading a new Viewer Cover retains half-triples from the previous Cover","src/java/billiards/viewer/Viewer.java; src/java/billiards/viewer/HashTriple.java; docs/CODEBASE-HANDBOOK.md","Found by comparing loadCover/loadCoverWithoutTrim map replacement with HashTriple category ownership","Both loaders replace stable and triple maps but never clear or replace halfTripleMap. A later ordinary or small Cover is rendered and selected together with stale half-triple rectangles/colors from an unrelated prior run.","Documented source behavior without changing production code","Five-file publication/state table in handbook Section 14.149","Parse one complete versioned Cover bundle and atomically replace every category, clearing absent ones; test ordinary/small/reload orders with preexisting half-triples and concurrent artifact replacement."
"BUG-251","open","concurrency/javafx-state","high","Queued Bar/Tetra Vary reads live JavaFX controls from its raw worker thread","src/java/billiards/viewer/Viewer.java; docs/CODEBASE-HANDBOOK.md","Found by tracing anonymous Task.call through six BoyanMenu TextField reads","Each sequential point Task runs on a new raw Thread and directly calls getText/parse on six scene controls. This violates JavaFX confinement and lets derived points in one logical Bar/Tetra run observe different values if state changes between tasks.","Documented source behavior without changing production code","Worker/request boundary in handbook Section 14.150","Capture and validate one immutable numeric request on JavaFX before the first task, then give workers no control references; test edits during delayed multi-point runs and FX-thread assertions."
"BUG-252","open","correctness/queued-vary-run-state","high","Cancelled or failed Bar/Tetra Vary leaves partial intersection sets for the next run","src/java/billiards/viewer/Viewer.java; docs/CODEBASE-HANDBOOK.md","Found by tracing the Viewer-field tetrahedronCodes across success groups and non-success callbacks","Only a fully completed step-sized group clears tetrahedronCodes. Cancellation/failure after one or more point sets leaves them in shared Viewer state, and a later run can intersect new points with stale sets; disabled assertions do not enforce group ownership.","Documented source behavior without changing production code","Group recurrence and terminal paths in handbook Section 14.150","Move point sets into an exactly-once run controller and clear/cancel/await on every terminal path; test failure/cancel after each point, immediate restart, and overlapping programmatic launches."
"BUG-253","open","concurrency/javafx-responsiveness","high","Bar/Tetra success performs candidate persistence and batch Storage loading on JavaFX","src/java/billiards/viewer/Viewer.java; src/java/billiards/viewer/BatchLoadStorage.java; src/java/billiards/database/Database.java; docs/CODEBASE-HANDBOOK.md","Found by following queuedVaryTask Task-success handler through per-code saves and BatchLoadStorage","After background candidate search, JavaFX synchronously saves every candidate set to garbage and, for drawable intersections, blocks while batch region loads finish. Large sets freeze input/repaint/cancel/close despite the visible task/progress structure.","Documented source behavior without changing production code","Thread/work table in handbook Section 14.150","Keep persistence and Storage calculation in cancellable background stages and publish one immutable result on JavaFX; benchmark large sets and test close/cancel during save/load with explicit partial-write receipts."
"BUG-254","open","correctness/native-persistence-atomicity","high","Native base file writes truncate live artifacts without atomic replacement","src/backend/cpp/basic.cpp; src/backend/headers/basic.hpp; multiple native cover writers; docs/CODEBASE-HANDBOOK.md","Found by deriving std::ofstream default open mode and every caller's direct destination path","open_file_write creates parents and opens the final text path directly, truncating the previous valid file before content is complete. Crash, disk-full/write exception, or competing writers can leave a torn prefix; there is no temp generation, durable close, checksum, lock, or atomic rename.","Documented source behavior without changing production code","Primitive persistence contract in handbook Section 14.153","Provide versioned sibling-temp write/validate/durable-close/atomic-replace under the Cover artifact writer policy; inject open/write/flush/close/crash and concurrent-writer failures while asserting old-or-new content only."
"BUG-255","open","correctness/native-input-grammar","medium","Native split preserves empty fields where callers expect flexible whitespace","src/backend/cpp/basic.cpp; src/backend/cpp/parse.cpp; src/backend/cpp/database; src/backend/cpp/verify.cpp; docs/CODEBASE-HANDBOOK.md","Found by evaluating Boost is_any_of splitting with token compression disabled across numeric callers","A delimiter string is a set of individual delimiter characters, and leading, repeated, or trailing delimiters produce empty tokens. Many numeric parsers pass one literal space and then index/convert fields, so visually harmless whitespace can change arity or throw instead of denoting the same record.","Documented source behavior without changing production code","Exact token examples and caller inventory in handbook Section 14.153","Use explicit structured parsers: general-whitespace tokenization for numeric records, preserved empties only where schema requires them, and indexed diagnostics; add repeated/leading/trailing space/tab/CRLF golden tests at every format boundary."
"BUG-256","open","correctness/native-derived-state-invariant","high","Native ClassifiedCodeSequence exposes mutable shared input and independently mutable cached facts","src/backend/headers/classified_code_sequence.hpp; src/backend/headers/code_sequence.hpp; docs/CODEBASE-HANDBOOK.md","Found by tracing constructor caching, default shared_ptr copies, public CodeSequence::code_numbers, and all public derived fields","After construction any caller can mutate the shared canonical word or independently overwrite length, sum, type, stable, and parity fields. Copies share the word but copy the caches, so one mutation can make each wrapper report a different internally inconsistent mathematical classification; CodeSequence's own cached type can also become stale.","Documented source behavior without changing production code","Representation and copy semantics in handbook Section 14.154","Make the canonical word an immutable value or shared_ptr<const CodeSequence>, make all derived facts private read-only accessors, and construct only through validation; add compile-time immutability checks plus runtime copy/equality/classification consistency tests."
"BUG-257","open","correctness/native-gradient-cache-invariant","high","EquationGradient publicly exposes independently mutable equation and derivative cache","src/backend/headers/diff.hpp; src/backend/headers/bezier.hpp; src/backend/headers/bezier_interp.hpp; docs/CODEBASE-HANDBOOK.md","Found by following public equation/diff0/diff1 members into gradient, Newton, intersection, and refinement consumers","A caller can replace the stored equation without recomputing either partial, or alter one partial independently. Downstream code can then evaluate one boundary while using another boundary's normal or Jacobian, invalidating root convergence, intersection placement, and orientation decisions; immutability exists only by caller convention.","Documented source behavior without changing production code","Typed cache construction and consumers in handbook Section 14.155","Make equation and both derivatives private immutable state with const accessors and only constructor/factory creation; apply the same invariant to RSOne/XYOne specializations and add compile-time mutation rejection plus Jacobian/equation consistency tests."
"BUG-258","open","correctness/native-symbolic-derivative-overflow","high","Integer symbolic differentiation multiplies and accumulates Coeff64 without a checked range","src/backend/headers/diff.hpp; src/backend/headers/math/lin_com_map.hpp; docs/CODEBASE-HANDBOOK.md","Found by deriving each chain-rule coefficient product and following LinComMap collision addition","For each trig term diff computes outer coefficient times X/Y frequency in signed 64-bit arithmetic, then may add it to an existing coefficient. Large generated code parameters can exceed the range; C++ signed overflow is undefined, configured builds may trap, and others can produce a corrupted exact equation used by every later gradient and proof step.","Documented source behavior without changing production code","Chain-rule arithmetic boundary in handbook Section 14.155","Adopt checked coefficient arithmetic with explicit failure or arbitrary precision throughout symbolic maps, define accepted input bounds, and add product/collision cases immediately below/at/above both signed limits across supported compilers."
"BUG-259","open","correctness/native-windows-integer-width","high","Evaluator narrows Coeff64 through signed-long GMP and MPFR APIs on 64-bit Windows","src/backend/cpp/evaluator.cpp; src/backend/headers/numbers.hpp; docs/CODEBASE-HANDBOOK.md","Found by comparing Coeff64=int64_t with mpq_set_si/mpfr_mul_si signed-long parameters under LP64 and Windows LLP64/MinGW data models","Full Equation X/Y/outer/bound coefficients and the EqVec aggregate bound are passed to APIs taking signed long. Values outside 32-bit range remain exact on typical LP64 Unix but narrow on 64-bit Windows before rational or directed-rounded evaluation; quadrant coefficient negation also cannot represent INT64_MIN.","Documented source behavior without changing production code","Integer-to-GMP/MPFR boundary in handbook Section 14.156","Convert through checked intmax/GMP integer APIs or mpz intermediates without signed-long narrowing, reject unrepresentable negation, and run identical 2^31/2^32/2^63 boundary fixtures on Windows and LP64 while comparing certificate results."
"BUG-260","open","memory-safety/native-raii-copy","high","Evaluator implicit copying shallow-copies owned GMP and MPFR handles","src/backend/headers/evaluator.hpp; docs/CODEBASE-HANDBOOK.md","Found by applying C++ implicit copy rules to mpz_t/mpq_t/mpfr_t array-handle members and the destructor's unconditional clear calls","Evaluator declares a destructor but does not delete its copy constructor or assignment. An accidental copy duplicates internal limb pointers rather than numeric ownership, after which mutation aliases allocations and two destructors clear the same memory; current reference-based callers avoid but the public type permits it.","Documented source behavior without changing production code","RAII ownership analysis in handbook Section 14.156","Explicitly delete copy construction/assignment and either delete move or implement it only with GMP/MPFR swaps; add static_assert non-copyability and sanitizer-backed compile/runtime ownership tests."
"BUG-261","open","build/native-inline-linkage","medium","Invalid-code helpers are declared inline but defined only in one cpp file","src/backend/headers/invalid_code_sequence.hpp; src/backend/cpp/invalid_code_sequence.cpp; docs/CODEBASE-HANDBOOK.md","Found by comparing the header declarations, cpp-only inline definitions, and absence of current cross-TU native calls","C++ requires an inline definition to be reachable in every translation unit that odr-uses the function. A future native caller sees only declarations; compilers need not emit the unused cpp-local inline bodies, producing an undefined reference or ill-formed program despite the public header API.","Documented source behavior without changing production code","Linkage contract in handbook Section 14.157","Move definitions into the header or remove inline and emit normal external cpp definitions; add a two-translation-unit compile/link test plus exact native/Java diagnostic fixtures."
"BUG-262","open","correctness/native-cover-merge-domain","high","Cover merge replaces input target polygons with the full unit square","src/backend/cpp/merge.cpp; src/backend/cpp/common.cpp; src/java/billiards/viewer/Viewer.java; docs/CODEBASE-HANDBOOK.md","Found by tracing union_covers from omitted load_polygon calls through hard-coded save_polygon and downstream consumers","The quadtree union may combine covers of smaller, disjoint, overlapping, or otherwise different target polygons, but the output always declares the entire unit square. Java renders and consults that polygon as coverArea, and native CoverAll reloads it as the verification target, so artifact domain/provenance can claim space neither in the polygon union nor covered by leaves.","Documented source behavior without changing production code","Structural union versus target-domain pipeline in handbook Section 14.158","Represent and serialize an exact polygon-set union, or require all input target polygons to be exactly identical and preserve that polygon; add disjoint/overlap/non-convex-union merge, viewer-domain, and native re-verification tests."
